change_id,matched_seg_id,matched_seg_text,similarity
1,min113-seg93,以上です。,0.8963885307312012
1,min113-seg106,以上です。,0.8963885307312012
1,min113-seg116,以上です。,0.8963885307312012
1,min113-seg145,以上です。,0.8963885307312012
1,min113-seg153,以上です。,0.8963885307312012
1,min113-seg163,以上です。,0.8963885307312012
1,min113-seg195,以上です。,0.8963885307312012
1,min113-seg213,以上です。,0.8963885307312012
1,min113-seg236,以上です。,0.8963885307312012
1,min113-seg246,以上です。,0.8963885307312012
2,min116-seg18,例えば、ロシアによるウクライナ侵略を記述するのであれば、イスラエルによるガザの侵攻も記載すべきというご意見とか。,0.6128480434417725
2,min113-seg99,なお、最後の１点なのですが、私はそういう地域社会の流れをつくるために、リスクコミュニケーションとかコミュニケーションはすごく大事なところだと思いますので、その辺の書き込みにかなり気を遣って読んでいました。一つ気になったのは、福島の未来志向の取組のところなど、今、復興に向けた様々な動きが進んできているんですけれども、実は私は事故の直後から今も、多くのコミュニケーションの現場のお手伝いとかに積極的に入っており、昨日も遅くまで浜通りにいまして、朝戻ってきたんですけれども。地域の中で、最初の頃は国の責任でしっかり頑張って取り組んでくださいという厳しい声が多かったんですが、今はそこを踏まえて、自分たちが一緒になって、どういうふうに復興に関わるかと、地域の方の思いが変化する時代に来ているというふうな感じがしています。今、国の様々な、中間貯蔵施設の除去土壌の対応とかいろんなことがありますが、政策・施策の実現に向けて、市民を巻き込み、一緒になってどう取り組んでいくかという、そういう国の責任の徹底から市民の参画、市民の責任と一緒になって取り組むというふうにチェンジする時代なのではないかと考えていくのも重要ではないかと感じました。よろしくお願いいたします。,0.34769976139068604
2,min115-seg32,じゃあ、次、103ページ目でございます。重点戦略６の国際部分でございますが、18行目になります。武内委員のご指摘も踏まえたところでございますが、18、19行目ですね、今の国内政策というものは、国際社会、世界全体の機運と軌を一にしていると、独立して動いているわけではないというご指摘をいただいていましたので、そういう趣旨を今回立ててございます。,0.34503373503685
2,min113-seg30,これまで、この総政部会においても多々ご意見をいただきまして、４ページ目から７ページ目ぐらいにかけて、気候変動、生物多様性、循環経済とか汚染とか、そういうことに関わる全般の危機的な状況について記述させていただいてございます。気候変動でいえば、地球沸騰化というグテーレス国連事務総長のお言葉であるとか、ティッピングポイントとかイベント・アトリビューションとか、新しい表現を今回の計画に盛り込もうとしてございます。,0.3420533537864685
