change_id,matched_seg_id,matched_seg_text,similarity
1,min115-seg93,それから、ここの25行目、現在の環境、経済、社会の状況は、現状の延長線上での対応では限界があるということで、現状って何ということなので、これは今の経済、社会システムとかと入れたほうがここの文章としてはいいのではないかなと。,0.5337724685668945
1,min115-seg125,それから、もう一つは、井田委員のご指摘が、21ページの（２）のところ、これは見え消しのほうだと21ページですが、「成長の限界」から環境収容力を守り、ではなくて、大量生産・大量消費からじゃないかというご指摘で、それは確かにそういう面もあって、おっしゃるところはとてもよく分かるのですが、ここは、ローマクラブの「成長の限界」から、どっちかというと、限界の中での成長に変わるという、主客逆転というか、主客じゃないのかもしれませんが、そこを逆転させるという趣旨で書いていて、会議とかでも検討していた点なので、これはこれで多分間違ってなくて、これはこれで言いたいことではあるんですね。ローマクラブとの関係で、今回、新しい資本主義の中での、新しい成長の中での議論なので、言いたいところであって、井田委員がおっしゃることももちろんそのとおりなんですけど、だから、ちょっと両方生かすようなことを考えていただいてもいいんですけど、これだけを大量生産・大量消費に変えちゃうと、ちょっとローマクラブとの関係の議論が抜けてしまうので、両方残していただくかということをちょっと事務局にお考えいただければ大変ありがたいと思います。,0.4767618179321289
1,min115-seg85,あと、すみません、見え消し版で21ページなんですが、見出しをきちんとしろということで明日に希望が持てる環境を軸とした云々、経済・社会の統合的向上の次なるステップ・高度化というのはいいんですけども、その次、「成長の限界」から「環境収容力を守り、環境の質を上げる」というものの後はいいんですけど、これ、「成長の限界」ではなくて、やっぱりその次のページに出てくる「大量生産・大量消費・大量廃棄型の社会経済活動」からネイチャーベース、自然資本ベースの経済成長、社会発展というふうにつなげるべきなので、これ、「成長の限界」じゃなくて、「大量生産・大量消費・大量廃棄型の社会経済活動」からと書くべきではないかというふうに思います。あと、細かい表現はあるんですが、先のほうへ行くと、見え消し版で77ページになりますが、これは私が意見申し上げたところなんですが、税制全体のグリーン化のところなんですけど、やっぱりサーキュラーとかネイチャーポジティブの観点からもグリーン化を、カーボンプライシング並みのものを本当に変革していくんだというのが必要だと申し上げたんですが、ちょっとこれではまだ分かりにくいかなという気がするのですが、これは今の財政当局とか、そういう方々の状況を反映したものかなというふうに思いまして、変えろというのはなかなか難しいかもしれないんですが、ここはまだまだ私としては不十分であるということを一言申し上げたいというふうに思います。,0.4749144911766052
1,min115-seg105,最後に１点です。順番が前後して恐縮ですが、16ページのところ、これは前の議論を蒸し返してしまうようで恐縮なんですが、日本の研究開発は革新的資産の割合が大きくて、経済的競争能力の割合が低いので、結果、プロダクト・イノベーションが弱いという記述になっています。結構思い切った言い方でもあるので、少なくとも出典は明記していただいたほうがいいかなという気がします。その上で、開廃業率が低いので新陳代謝が悪いといいながら、後段で100年企業が多い日本企業を評価しているんですね。矛盾が生じないように、このあたりの表現ぶりについて、バランスは少し取っていただいたほうがいいかなという気がしました。,0.46869102120399475
1,min115-seg334,さっき発言しなかったのでちょっと一言だけ。井田委員がおっしゃることとの関係で一言だけ申し上げますが、ここはやっぱり、見え消し21ページのところは、環境・経済・社会の統合的向上のところなので、多分このまま残していただいて、さっき井田委員がおっしゃった大量生産・大量消費からこの環境収容力を守ってというのに変えるというのは、多分それは資源循環とかのところと関係すると思うので、ちょっと別のところに新しく入れていただいたらいいんじゃないですかね。ちょっとすぐにどこだか思いつかないので誠に申し訳ないんですけど、特に廃棄物とか、リサイクルとか、資源循環のところではこの議論は前からやっているとこなので、ちょっとそちらのほうに入れていただいたらどうかなと思いました。一言、すみませんでした。,0.46016573905944824
1,min115-seg142,ただ、出来上がってみて、ざっと見させていただいたときに、これからもっと環境のいろんな問題が厳しい状況になっていく中で、将来に向けてこういう具体的な取組をしていくよという部分がもう一歩欲しいかな。もうちょっと言うと、現状分かっていることはこの中に大分書き込まれていて、確かにそうだなと思うところですけれども、じゃあ、３年後、５年後、どうなんだということになると、ちょっと弱いかなと思います。,0.4451580345630646
1,min115-seg274,続きまして、竹ケ原委員のところですね。合成の誤謬のところのご質問をいただいていました。これはページで言うと経済面のところの振り返りだったと思いますけども、15ページですかね。15ページのほうになりますが、これは先ほど出典もというお話も、関連した箇所で出典もというお話をいただいておりまして、それもしっかり書きたいと思います。基本的には内閣府さんとかの文章を拝借しているところでございますが、ここでいう合成の誤謬というのは、今年度の骨太の方針の中にも書かれてございますが、企業の短期的な利益を出すための活動、いわゆる投資控えとか、人件費抑制みたいなところが、かえってマクロ経済上の支障を及ぼしているという、そういった指摘でございまして、そういったものを念頭に置いたものでございます。いずれにしても出典なんかはちょっとしっかりともう一回追求をしていきたいと思ってございます。,0.43460726737976074
1,min115-seg301,文言の修正になってしまうんですけど、大塚先生から成長の限界という言葉が需要だって、おっしゃるとおりだと思うので、提案としてはこれを成長の限界としか書いてないので、大量生産・大量消費・大量廃棄等の社会経済活動が直面する成長の限界から云々というふうにしてはどうかなと、大塚先生、首をひねってらっしゃいますけれども、私の提案からするとそういうことになります。,0.4163045287132263
1,min115-seg329,それで、見え消し版の100ページのところに、新しい豊かな暮らしの中の一項目として出てきてますが、私はこれを、先ほど賛成いたしました。どうしてかというと、やはり食べ終わってからの問題ではなくて上流の話、みんなが、食材をつくる方も、食品のメーカーの方も、流通も、そして消費者も、全てのみんなが関わることということで、ここの場所に入れていただいたということが、それをすごくはっきり体現しているというふうに思っています。ですから、逆に多くの方からちょっと違和感があるようなご発言があったのは、きっとこのタイトルが食品ロス削減という言葉になっているからじゃないかなと思います。ですから、例えば自然の恵みに感謝し、適量をおいしく食べ切って、食品ロスをなくすライフスタイルにとか、ちょっと長いですからもっと短くでいいですが、何かそういうような形で書いていただくということが、新しい動きとして適切なのではないかなというふうに感じます。内容に関しても、そういう意味を込めて、今、二つの章に分かれていて、後半特に環境省が環境政策として強調している取り組みの具体名が出ておりますけれども、それだけではなく、今全省庁連携でこの分野を実施していますので、先ほど私は国と自治体と市民と事業者が連携してというお話をしましたが、その中でも特に事業者は、本当に上流の食を生産する皆さんから流通の方みんなという、その辺もしっかり込めてここに書いていただくことで、皆さんがお感じになっている新しい動きをしっかりここに位置づけることが大事なのではないかなというふうに思いました。よろしくお願いいたします。,0.39680466055870056
1,min115-seg309,今、井田委員がおっしゃったところとほぼ重なるんですけれども、92ページから94ページ、95ページのところなんですけれど、ちょっと今、最近消費動向を調べているので、そう言えばと思って93ページを調べたところ、（３）心豊かなライフスタイルって書いてあって、その下に書いてあるところが粒感がばらばらなんですね。食ロス、サステナブルファッション、自然との触れ合い、ナッジ、フェーズフリーと。IGESが出している「1.5℃ライフスタイル」という非常に面白い報告書があって、2050年、日本人が1.5℃ライフスタイルになるためには、衣食住ごとに何をどのぐらい減らさなきゃいけないかという非常に分かりやすい計算が出ているんですけど、もしもライフスタイルというのであれば、衣食住ごとに何をしなきゃいけないんだというビッグピクチャーを示す。その上で食品ロスというのはワン・オブ・ゼムでありますし、ファッションもそうなんだけれども、食品ロスに関しては、食を買った後の話で、サステナブルファッションは買う前の話なんですけれども、こういったものは先ほどの井田委員のお話もあったように、サプライチェーンの上流でどういうことをしていて、それを買うときの選択肢、使用するときの選択肢にどう生かすのかという流れの中で、食の場合はこう、ファッションの場合はこう、なるべく買わずにリサイクルとかという流れにしていただかないと、ちょっとおかしいんじゃないかなということと、その粒感が違うので、ナッジだとか情報発信だとかという、そういう情報の基盤の話と、消費者に求める行動のところというのを、ちょっと分けて、整理して書いていただいて、となると、住というのが非常にそのCO２を出すのに重要なので、住のところ、それから、移動のところというのも、できれば、もうネタはあると思いますので、そのようにまとめていただかないと消費者の人が見たときに、「はい？」という感じになると思うんですね。食品ロスでファッション、あれ、みたいになるので、これはちょっと体系的にやっていただきたい。,0.3920450210571289
