change_id,matched_seg_id,matched_seg_text,similarity
1,min113-seg200,12ページでは、経済の長期停滞に関する指摘があった後、18ページから20ページでは、環境と経済の従来のトレードオフ論を打破しなければいけないということが明確に指摘されていて、過去30年間の停滞を打破していく上で、環境の主流化の中で成長を目指していくのだという方向性がはっきり出ていて、その結果、そのプロセスといえば産業構造転換とイノベーションが引き起こされていき、新たな成長につながっていくというストーリーが描かれている点は非常に明快だというふうに思いますね。あえて１点付け加えるとすると、既に岸田政権におけるカーボンニュートラル宣言以降、日本企業も相当変わりましたし、様々な脱炭素化へ向けた胎動が起き始めていますので、その点、もう少し日本企業の新しい動向をポジティブに書き込んで強調してもいいかなというふうに思います。,0.550014853477478
1,min113-seg35,11ページ目からです。これはこの部会のご意見とかパブコメのご意見を踏まえて、環境、経済、社会に関わる複合的な危機や課題というところで、経済・社会的課題のほうを前に持ってきてございます。人口減少であったり、地域の疲弊の問題であったりといったところを11ページのほうに書いておりまして、12ページ目のほうに経済を書いてございます。GDPが４位に落ちるとかというような話も出ておりますけども、基本国内における投資の不足であったり、人件費の抑制というところ、また13ページ目に書いていますが、環境価値とも関係してくるところではございますが、いわゆる無形資産投資、とりわけ人への投資みたいなところが諸外国に比べて低いといった課題、21行目になりますけども、かつ化石燃料の輸入額は、直近の数字では30兆円を超えているなどが書いてございます。,0.5371166467666626
1,min115-seg93,それから、ここの25行目、現在の環境、経済、社会の状況は、現状の延長線上での対応では限界があるということで、現状って何ということなので、これは今の経済、社会システムとかと入れたほうがここの文章としてはいいのではないかなと。,0.5337724685668945
1,min113-seg227,この動きは、この文案の中にもありました、大量生産、大量消費とは異なる地域循環経済を実現するものですし、この大量生産、大量消費、大量廃棄による不利益というのは、プラスチックごみや、食品ロスや、労働環境の悪化や、それに加えて自然の恵みといった地域資源を活かした、特に一次産業を衰退させてしまった、里山等が失われたというふうなところもありますので、今は小さいけれども、ここを変えようという地域の環境にとって、とても大切なイノベーションというのが動き出すように新たな戦略を導く、成長を導く環境の知恵と最先端の知見ということが地域にしっかり届くような動きが、横断的なこの六つの戦略の中で実感されるようにできたらと思うところです。,0.518680214881897
1,min113-seg21,そういう大本旨の下で、具体的な政策展開をどうするかの、いわゆる大原則を書いているところが第１部第２章の最後になりますけども、四つほど挙げてございまして、科学に基づく取組のスピードとスケールの確保、「勝負の2030年」であるとか、ネット・ゼロ、循環経済、ネイチャーポジティブ等の施策の統合・シナジー、あと政府、市場、国民の共進化、加えて地域循環共生圏といったところになってございます。,0.4917590022087097
1,min116-seg121,もうここまで来てしまったので、細かいことはちょっと言えないと思うんですけれども、やはりこの段階に来たら転換させるのは並大抵のことではないということで、国民運動が大事だというふうなこともおっしゃっているんですが、いろいろなところを見ると、各項目のところで主体としてまず企業があって、金融とかがあって、最後に国民とか、最後に消費者というふうになっていて、これで本当に主体になれるのかしらと。エネルギー消費量だって、６割は生活由来のものということになっているので、企業は頑張れ、金融機関は頑張れ、自治体は頑張れもそうだけれども、一番これから訴えかけなければいけないのは、国民一人一人がどう態度を変えていくかというところであり、国民運動と言われるからには、このトーンだと、国民が、消費者であったり、生活者であったり、いろいろな位置づけなんですけど、ちょっと付け足し的なところなんですね。なので、もうこれはこれでできてしまっているんですけれども、今後これを使うときに国民を主体にすると。,0.48176759481430054
1,min115-seg125,それから、もう一つは、井田委員のご指摘が、21ページの（２）のところ、これは見え消しのほうだと21ページですが、「成長の限界」から環境収容力を守り、ではなくて、大量生産・大量消費からじゃないかというご指摘で、それは確かにそういう面もあって、おっしゃるところはとてもよく分かるのですが、ここは、ローマクラブの「成長の限界」から、どっちかというと、限界の中での成長に変わるという、主客逆転というか、主客じゃないのかもしれませんが、そこを逆転させるという趣旨で書いていて、会議とかでも検討していた点なので、これはこれで多分間違ってなくて、これはこれで言いたいことではあるんですね。ローマクラブとの関係で、今回、新しい資本主義の中での、新しい成長の中での議論なので、言いたいところであって、井田委員がおっしゃることももちろんそのとおりなんですけど、だから、ちょっと両方生かすようなことを考えていただいてもいいんですけど、これだけを大量生産・大量消費に変えちゃうと、ちょっとローマクラブとの関係の議論が抜けてしまうので、両方残していただくかということをちょっと事務局にお考えいただければ大変ありがたいと思います。,0.4767618179321289
1,min115-seg85,あと、すみません、見え消し版で21ページなんですが、見出しをきちんとしろということで明日に希望が持てる環境を軸とした云々、経済・社会の統合的向上の次なるステップ・高度化というのはいいんですけども、その次、「成長の限界」から「環境収容力を守り、環境の質を上げる」というものの後はいいんですけど、これ、「成長の限界」ではなくて、やっぱりその次のページに出てくる「大量生産・大量消費・大量廃棄型の社会経済活動」からネイチャーベース、自然資本ベースの経済成長、社会発展というふうにつなげるべきなので、これ、「成長の限界」じゃなくて、「大量生産・大量消費・大量廃棄型の社会経済活動」からと書くべきではないかというふうに思います。あと、細かい表現はあるんですが、先のほうへ行くと、見え消し版で77ページになりますが、これは私が意見申し上げたところなんですが、税制全体のグリーン化のところなんですけど、やっぱりサーキュラーとかネイチャーポジティブの観点からもグリーン化を、カーボンプライシング並みのものを本当に変革していくんだというのが必要だと申し上げたんですが、ちょっとこれではまだ分かりにくいかなという気がするのですが、これは今の財政当局とか、そういう方々の状況を反映したものかなというふうに思いまして、変えろというのはなかなか難しいかもしれないんですが、ここはまだまだ私としては不十分であるということを一言申し上げたいというふうに思います。,0.47491455078125
1,min115-seg105,最後に１点です。順番が前後して恐縮ですが、16ページのところ、これは前の議論を蒸し返してしまうようで恐縮なんですが、日本の研究開発は革新的資産の割合が大きくて、経済的競争能力の割合が低いので、結果、プロダクト・イノベーションが弱いという記述になっています。結構思い切った言い方でもあるので、少なくとも出典は明記していただいたほうがいいかなという気がします。その上で、開廃業率が低いので新陳代謝が悪いといいながら、後段で100年企業が多い日本企業を評価しているんですね。矛盾が生じないように、このあたりの表現ぶりについて、バランスは少し取っていただいたほうがいいかなという気がしました。,0.46869102120399475
1,min113-seg174,ありがとうございます。私は33、4ページ程度のGDPでなくストック社会に、どのような処方箋をというところに対するコメントです。,0.4678528904914856
